,Unnamed: 0,party,infants,water,budget,physician,salvador,religious,satellite,aid,missile,immigration,synfuels,education,superfund,crime,duty_free_exports,eaa_rsa
349,349,democrat,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1
350,350,republican,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
351,351,democrat,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
352,352,republican,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1
353,353,democrat,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
354,354,republican,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1
355,355,republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
356,356,republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
357,357,democrat,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
358,358,republican,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
359,359,democrat,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
360,360,democrat,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1
361,361,democrat,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
362,362,republican,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0
363,363,republican,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1
364,364,democrat,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
365,365,democrat,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
366,366,democrat,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
367,367,democrat,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
368,368,republican,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
369,369,democrat,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
370,370,democrat,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
371,371,democrat,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
372,372,democrat,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
373,373,republican,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
374,374,democrat,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
375,375,democrat,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
376,376,republican,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
377,377,republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
378,378,republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
379,379,democrat,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
380,380,democrat,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
381,381,democrat,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1
382,382,democrat,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
383,383,democrat,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
384,384,democrat,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0
385,385,democrat,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
386,386,democrat,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
387,387,democrat,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
388,388,democrat,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
389,389,democrat,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
390,390,democrat,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
391,391,republican,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1
392,392,republican,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1
393,393,democrat,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
394,394,democrat,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1
395,395,democrat,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
396,396,democrat,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1
397,397,democrat,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
398,398,republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
399,399,republican,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1
400,400,republican,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0
401,401,republican,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1
402,402,republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
403,403,republican,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
404,404,republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
405,405,democrat,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
406,406,democrat,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
407,407,democrat,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1
408,408,republican,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
409,409,republican,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
410,410,democrat,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
411,411,republican,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1
412,412,republican,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
413,413,democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
414,414,democrat,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1
415,415,republican,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1
416,416,democrat,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
417,417,democrat,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
418,418,democrat,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
419,419,republican,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
420,420,democrat,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
421,421,democrat,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1
422,422,democrat,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
423,423,democrat,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
424,424,democrat,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1
425,425,democrat,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
426,426,republican,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1
427,427,democrat,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
428,428,democrat,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1
429,429,republican,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1
430,430,democrat,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
431,431,republican,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1
432,432,republican,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
433,433,republican,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0
